Mass,HAcceptors,HDonors,LogP,Asphericity,Rg,TPSA,RingCount,NumRotatableBonds,NumHeteroatoms,HOMOm1(eV),HOMO(eV),LUMO(eV),LUMOp1(eV),PrimeState,PrimeExcite(eV),PrimeExcite(osc),DipoleMoment(Debye),SurfaceCharge,ChargeCorrection,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19,O20,TDOS1.5,TDOS1.6,TDOS1.7,TDOS1.8,TDOS1.9,TDOS2.0,TDOS2.1,TDOS2.2,TDOS2.3,TDOS2.4,TDOS2.5,TDOS2.6,TDOS2.7,TDOS2.8,TDOS2.9,TDOS3.0,TDOS3.1,TDOS3.2,TDOS3.3,TDOS3.4,TDOS3.5,TDOS3.6,TDOS3.7,TDOS3.8,TDOS3.9,TDOS4.0,TDOS4.1,TDOS4.2,TDOS4.3,TDOS4.4,TDOS4.5,TDOS4.6,TDOS4.7,SDOS2.5,SDOS2.6,SDOS2.7,SDOS2.8,SDOS2.9,SDOS3.0,SDOS3.1,SDOS3.2,SDOS3.3,SDOS3.4,SDOS3.5,SDOS3.6,SDOS3.7,SDOS3.8,SDOS3.9,SDOS4.0,SDOS4.1,SDOS4.2,SDOS4.3,SDOS4.4,SDOS4.5,SDOS4.6,SDOS4.7,SDOS4.8,SDOS4.9,SDOS5.0,SDOS5.1,SDOS5.2,SDOS5.3,SDOS5.4,target_region,T80,is_organic
687.6171875,5.621763706207275,0.219065859913826,12.193880081176758,0.48519593477249146,6.77013635635376,40.366024017333984,6.516197681427002,14.528152465820312,6.420642375946045,-8.004012107849121,-7.492514610290527,-0.0488617829978466,0.5274989008903503,1.0011664628982544,4.091473579406738,1.510270118713379,4.453534126281738,-0.038457971066236496,-0.001731984899379313,2.777536153793335,3.1537625789642334,3.6355597972869873,3.848339319229126,4.038829803466797,4.119406700134277,4.205435276031494,4.293233871459961,4.427282810211182,4.5841803550720215,4.714524269104004,4.804393768310547,4.86773157119751,5.081478595733643,5.099617004394531,5.105453014373779,5.274137020111084,5.339250087738037,5.451879978179932,5.586017608642578,4.082071304321289,4.458917617797852,4.7639899253845215,4.940318584442139,5.066046237945557,5.258941173553467,5.468160629272461,5.514389514923096,5.641440391540527,5.700775146484375,5.830045700073242,5.923187255859375,6.030191898345947,6.120874404907227,6.172218322753906,6.260448932647705,6.377638816833496,6.346024036407471,6.438708305358887,6.529411792755127,1.4537873268127441,0.46574926376342773,0.054484862834215164,0.18317632377147675,0.1326787918806076,0.24122248589992523,0.10330409556627274,0.16000661253929138,0.04527338221669197,0.17580369114875793,0.046108655631542206,0.0468563437461853,0.05724887549877167,0.08007048070430756,0.031163809821009636,0.017486708238720894,0.1653088629245758,0.0748121589422226,0.10268306732177734,0.19959600269794464,3.2594169169897214e-05,-0.0003067696816287935,0.00016992070595733821,-0.002927439520135522,-0.01160040870308876,-0.002774718450382352,0.028362780809402466,0.13020765781402588,0.14363716542720795,0.5881420373916626,0.926286518573761,1.5019800662994385,2.0138368606567383,2.492218494415283,2.630079746246338,2.5809667110443115,2.359114170074463,2.121692419052124,2.1620047092437744,2.430013418197632,2.9634387493133545,3.727081537246704,4.589449405670166,5.43698787689209,6.314499378204346,7.572174072265625,8.881409645080566,9.337549209594727,9.843304634094238,9.409375190734863,9.437959671020508,9.35643196105957,10.231258392333984,-3.763346612117857e-08,3.3556318612681935e-07,6.552117611136055e-06,-9.778506864677183e-06,0.00013410020619630814,-0.0002504894800949842,0.0072986287996172905,0.024628672748804092,0.025264637544751167,0.09543325006961823,0.11776856333017349,0.3573843240737915,0.7197499871253967,1.2721377611160278,1.8512424230575562,2.2779111862182617,2.5142464637756348,2.4271459579467773,2.139554023742676,1.8978246450424194,1.4293431043624878,1.1506438255310059,0.968047559261322,0.937359094619751,0.9599631428718567,0.9075939059257507,1.046738862991333,1.1409475803375244,1.3079339265823364,1.2458200454711914,13,23.05059818981189,False
711.5442504882812,5.720101833343506,0.27119261026382446,12.92629337310791,0.481611043214798,6.919541835784912,41.66618728637695,6.86032247543335,15.076367378234863,6.347710132598877,-7.88873291015625,-7.479435443878174,-0.047869663685560226,0.45132723450660706,1.0104118585586548,4.0790581703186035,1.4543979167938232,4.6072773933410645,-0.038746610283851624,-0.001966770039871335,2.7661826610565186,3.0771193504333496,3.610325813293457,3.8166422843933105,4.001996994018555,4.050848484039307,4.151565074920654,4.253544807434082,4.360662937164307,4.504421234130859,4.633701324462891,4.702573776245117,4.769960880279541,4.949609756469727,4.963363170623779,5.050944805145264,5.141692161560059,5.261344909667969,5.342271327972412,5.421440124511719,4.101871967315674,4.445655345916748,4.664065837860107,4.841943264007568,4.991761684417725,5.17087459564209,5.378495216369629,5.472785949707031,5.5649094581604,5.626683712005615,5.766020774841309,5.873913764953613,5.9527177810668945,6.062073707580566,6.087532043457031,6.166685104370117,6.231109142303467,6.285146236419678,6.336215019226074,6.43057918548584,1.4276010990142822,0.5091965794563293,0.08288943022489548,0.20971667766571045,0.16041842103004456,0.24704702198505402,0.0827864408493042,0.2004578709602356,0.04758874326944351,0.19381840527057648,0.04313361272215843,0.07258941233158112,0.06913353502750397,0.07992169260978699,0.03954550623893738,0.06424006819725037,0.14442458748817444,0.06960699707269669,0.15656639635562897,0.20616865158081055,0.0001348912192042917,0.0007491877186112106,0.0034233571495860815,0.009079765528440475,0.020967107266187668,0.05638664588332176,0.11634555459022522,0.14953067898750305,0.2291731983423233,0.5389289259910583,0.9087509512901306,1.4766957759857178,2.0696029663085938,2.6058926582336426,2.7417266368865967,2.7372639179229736,2.3721699714660645,2.1495444774627686,2.1529700756073,2.4386682510375977,3.1618432998657227,4.01948356628418,4.9907708168029785,6.091852188110352,7.075334072113037,8.373233795166016,9.660506248474121,10.1733980178833,10.337255477905273,10.181729316711426,9.967670440673828,10.48228645324707,11.137904167175293,-5.624600518672196e-08,5.696084670603341e-08,8.220989684559754e-07,-5.7697732700034976e-05,-0.00014542520511895418,0.000220435656956397,-0.0017718179151415825,0.0030104846227914095,0.012882189825177193,0.019330397248268127,0.09978214651346207,0.3099666237831116,0.7215392589569092,1.235921859741211,1.7933334112167358,2.2980663776397705,2.5646605491638184,2.58200740814209,2.3663272857666016,1.9843435287475586,1.6103832721710205,1.3390612602233887,1.1662997007369995,1.068849802017212,1.0308932065963745,0.9817843437194824,1.101669430732727,1.2570068836212158,1.459086537361145,1.446153998374939,5,6.668570379456848,False
720.4111328125,5.729913234710693,0.24805891513824463,12.968446731567383,0.4772298038005829,6.981914043426514,42.075565338134766,6.893300533294678,15.614095687866211,6.41853666305542,-7.912079811096191,-7.479652404785156,-0.01828884892165661,0.4597872197628021,1.0036526918411255,4.112494945526123,1.4863303899765015,4.617234706878662,-0.03892024978995323,-0.002017685677856207,2.8066201210021973,3.0932276248931885,3.6169593334198,3.8264102935791016,4.010684967041016,4.069273471832275,4.158388614654541,4.247297286987305,4.3567280769348145,4.52000617980957,4.632796764373779,4.711042881011963,4.776471138000488,4.967482566833496,4.985980033874512,5.02543306350708,5.1470561027526855,5.244821548461914,5.336536407470703,5.436917781829834,4.127366065979004,4.446392059326172,4.701479434967041,4.859034538269043,5.0023369789123535,5.185152530670166,5.404774188995361,5.482609748840332,5.5872578620910645,5.631887912750244,5.769095420837402,5.882924556732178,5.974407196044922,6.068916320800781,6.115046977996826,6.194210529327393,6.2774200439453125,6.2959418296813965,6.363559246063232,6.459385871887207,1.4330193996429443,0.5299802422523499,0.07063282281160355,0.21874764561653137,0.1575157642364502,0.27184659242630005,0.08935384452342987,0.19639185070991516,0.044550031423568726,0.19777068495750427,0.04152433201670647,0.05941339209675789,0.060527391731739044,0.07685115933418274,0.035713810473680496,0.030193479731678963,0.15028023719787598,0.07241834700107574,0.14153924584388733,0.22292856872081757,8.373775926884264e-05,0.00017491995822638273,0.0014478121884167194,0.0015116444556042552,0.002789720892906189,0.00888035912066698,0.05055919289588928,0.06870957463979721,0.134258434176445,0.4692951440811157,0.8420124650001526,1.4361270666122437,2.069803237915039,2.643993616104126,2.786827564239502,2.7470881938934326,2.428368330001831,2.1624972820281982,2.132417678833008,2.4183905124664307,3.0562050342559814,3.954334020614624,4.90684175491333,5.905739784240723,7.008862018585205,8.35781478881836,9.642130851745605,10.087424278259277,10.320061683654785,10.0134916305542,9.999411582946777,10.271509170532227,11.119199752807617,-5.867539343284989e-08,5.4205759880687765e-08,2.560658458605758e-07,-3.600286436267197e-05,-0.00015465368051081896,-0.00021057391131762415,-0.00013748649507761002,0.006602908950299025,0.004781113471835852,0.002459570998325944,-5.7721576013136655e-05,0.24102748930454254,0.6086281538009644,1.1680949926376343,1.7207615375518799,2.3315062522888184,2.6116013526916504,2.6689631938934326,2.4531359672546387,2.1372690200805664,1.7125413417816162,1.4007748365402222,1.195419192314148,1.107376217842102,1.0864545106887817,1.021679162979126,1.1758084297180176,1.3244165182113647,1.4980946779251099,1.4721474647521973,4,6.058314859911244,False
559.3743286132812,6.049265384674072,0.25915390253067017,9.974994659423828,0.6033052802085876,6.256136894226074,34.18912887573242,5.207402229309082,9.399687767028809,6.414078712463379,-8.147506713867188,-7.428249359130859,-0.2708747088909149,0.712378203868866,1.0377315282821655,3.783557415008545,1.680772304534912,4.007739067077637,-0.03661537170410156,-0.0009608499822206795,2.554269790649414,3.087428331375122,3.6245574951171875,3.834623098373413,4.044095039367676,4.145357131958008,4.2498602867126465,4.407135963439941,4.538891315460205,4.706718921661377,4.892280101776123,4.967605113983154,5.111615180969238,5.236640453338623,5.3733110427856445,5.558302402496338,5.581487655639648,5.71101713180542,5.798511981964111,5.845455169677734,3.8443822860717773,4.531280994415283,4.7140583992004395,5.077304363250732,5.257755756378174,5.357604503631592,5.531524658203125,5.597554683685303,5.684938907623291,5.819977760314941,5.912614822387695,5.990745544433594,6.047855854034424,6.170269012451172,6.220985412597656,6.286349296569824,6.279136657714844,6.4276227951049805,6.508929252624512,6.569037437438965,1.7170747518539429,0.15475820004940033,0.026254696771502495,0.07419348508119583,0.06879641860723495,0.061847537755966187,0.06928426027297974,0.08452996611595154,0.05866933614015579,0.07301000505685806,0.062207575887441635,0.027386479079723358,0.059086818248033524,0.11008560657501221,0.03484741598367691,0.08838839083909988,0.11018217355012894,0.10349849611520767,0.054902102798223495,0.06569970399141312,1.913434789457824e-05,0.0007361996686086059,0.0016565369442105293,0.011501350440084934,0.03607102110981941,0.12358734011650085,0.2636454701423645,0.6324625015258789,1.0133389234542847,1.2980389595031738,1.6563665866851807,1.7696940898895264,1.818134069442749,1.9416426420211792,1.959551215171814,2.011467933654785,2.0039710998535156,2.084658145904541,2.2440342903137207,2.3653805255889893,3.022691011428833,3.432917594909668,3.7449679374694824,4.194046974182129,4.6522536277771,5.501866817474365,6.393952369689941,7.607948303222656,8.143404960632324,8.27373218536377,7.762848854064941,8.167254447937012,7.474526882171631,3.8475553765238146e-07,5.299642452882836e-06,5.729819895350374e-05,0.0003752594057004899,0.002840757369995117,0.015439740382134914,0.04182004928588867,0.15902872383594513,0.40658503770828247,0.7852277755737305,1.4716696739196777,1.8326435089111328,2.277057647705078,2.287482261657715,2.2734217643737793,1.9635822772979736,1.5143648386001587,1.135977864265442,0.8359280824661255,0.44702932238578796,0.32938283681869507,0.279391348361969,0.2918412685394287,0.25081053376197815,0.38395971059799194,0.3979411721229553,0.39681917428970337,0.4193795621395111,0.4854399263858795,0.46919944882392883,14,29.785746582985027,False
593.380126953125,5.446436405181885,0.21313954889774323,10.589149475097656,0.5199282169342041,6.3670501708984375,33.22610855102539,5.548525810241699,12.369808197021484,6.222321510314941,-8.228941917419434,-7.543442726135254,-0.15865980088710785,0.6669802665710449,1.0039138793945312,4.001627445220947,1.4420835971832275,4.388345241546631,-0.03723901882767677,-0.0012239698553457856,2.691201686859131,3.2123818397521973,3.6587138175964355,3.8709030151367188,4.108272552490234,4.203670024871826,4.284883499145508,4.424689292907715,4.56464958190918,4.710291862487793,4.874603271484375,4.947519779205322,5.1234235763549805,5.246306896209717,5.347017765045166,5.39546012878418,5.566094398498535,5.606813907623291,5.680010795593262,5.8125901222229,4.006462574005127,4.553976535797119,4.811355113983154,5.059550762176514,5.211752414703369,5.384643077850342,5.5300397872924805,5.607232570648193,5.72321081161499,5.852288246154785,5.901812553405762,5.994664669036865,6.120641231536865,6.232806205749512,6.28523588180542,6.35669469833374,6.437474250793457,6.458442687988281,6.562108516693115,6.650694370269775,1.482801914215088,0.2844576835632324,0.03825190290808678,0.11279336363077164,0.08435211330652237,0.1426229029893875,0.12563671171665192,0.11975914239883423,0.04937383159995079,0.12516488134860992,0.05999855324625969,0.04101797193288803,0.08007350564002991,0.11018875986337662,0.02027834765613079,0.05325903743505478,0.19861610233783722,0.08458556979894638,0.09858039766550064,0.1362890601158142,3.420410575927235e-05,-0.0001242508296854794,0.0010071375872939825,0.007983306422829628,0.0025596506893634796,0.024142812937498093,0.12406882643699646,0.2901141941547394,0.40248778462409973,0.9118812680244446,1.200347661972046,1.6794992685317993,1.9549587965011597,2.0576086044311523,2.240394115447998,2.159161329269409,2.148772954940796,2.101621150970459,2.0568947792053223,2.3370535373687744,2.9117865562438965,3.4161312580108643,3.794703483581543,4.439424514770508,5.168759822845459,6.2853922843933105,7.255334377288818,8.225132942199707,8.787778854370117,8.573671340942383,8.594596862792969,8.073366165161133,8.25866413116455,3.349771660055012e-08,1.9005197771093663e-07,8.403600986639503e-06,2.1304776964825578e-05,0.0006587995449081063,0.0014609303325414658,0.011209489777684212,0.03267893195152283,0.1042795479297638,0.1915282905101776,0.355907142162323,0.6895561218261719,1.2925982475280762,1.6529884338378906,2.2274320125579834,2.1497440338134766,2.133164405822754,1.878879427909851,1.3608919382095337,1.1174933910369873,0.8349176645278931,0.6685861945152283,0.5190229415893555,0.5510218143463135,0.6077666282653809,0.5955973267555237,0.6676538586616516,0.7074732780456543,0.8328208327293396,0.8459795117378235,8,9.839056256339294,False
567.7928466796875,6.0617852210998535,0.25168558955192566,10.164984703063965,0.5920300483703613,6.308350563049316,34.37922668457031,5.33140754699707,9.774840354919434,6.501861095428467,-8.136124610900879,-7.427242279052734,-0.27520960569381714,0.6881353259086609,1.0460840463638306,3.787787675857544,1.6613699197769165,4.061081409454346,-0.036523088812828064,-0.0010789722437039018,2.551680088043213,3.0789666175842285,3.608814001083374,3.8088879585266113,4.026284217834473,4.129882335662842,4.238549709320068,4.389291763305664,4.5202178955078125,4.680305480957031,4.870861530303955,4.942147254943848,5.086426734924316,5.226664066314697,5.337493419647217,5.5190510749816895,5.55983829498291,5.693917751312256,5.761216640472412,5.820131301879883,3.8478219509124756,4.505625247955322,4.695840358734131,5.053101062774658,5.229469299316406,5.334248065948486,5.507280349731445,5.581064701080322,5.665771484375,5.803112030029297,5.889156341552734,5.975378513336182,6.033010482788086,6.153517723083496,6.189051151275635,6.269340515136719,6.267192840576172,6.403072357177734,6.487994194030762,6.546224594116211,1.6902341842651367,0.18303653597831726,0.030288176611065865,0.08519335091114044,0.07474450021982193,0.07505111396312714,0.07498741149902344,0.08851813524961472,0.05715423449873924,0.08084993809461594,0.060880664736032486,0.025860272347927094,0.06397772580385208,0.1079908013343811,0.0354420430958271,0.08438590168952942,0.11044853180646896,0.10311055183410645,0.056117426604032516,0.07180114090442657,2.4999919332913123e-05,0.0007087012636475265,0.001821461832150817,0.011762511916458607,0.03971194475889206,0.13426609337329865,0.27646303176879883,0.6168646812438965,0.9969404339790344,1.303338885307312,1.6457743644714355,1.7779592275619507,1.8422646522521973,1.9906402826309204,2.016726016998291,2.1170833110809326,2.0644030570983887,2.146552324295044,2.287019968032837,2.4511775970458984,3.0853891372680664,3.5236451625823975,3.879011631011963,4.345614433288574,4.846484184265137,5.727077007293701,6.576288223266602,7.7041473388671875,8.172831535339355,8.266070365905762,7.690841197967529,8.055753707885742,7.5198564529418945,3.995279485025094e-07,5.53381960344268e-06,5.8419380366103724e-05,0.0003719773085322231,0.0029327087104320526,0.015752803534269333,0.044403452426195145,0.16332972049713135,0.4164818525314331,0.787171483039856,1.4675289392471313,1.80283522605896,2.2624809741973877,2.2475714683532715,2.233581066131592,1.9139362573623657,1.5128175020217896,1.1865344047546387,0.8577256798744202,0.48635315895080566,0.3759101629257202,0.30420082807540894,0.31833934783935547,0.28013503551483154,0.412963330745697,0.4250190556049347,0.4311375021934509,0.4613769054412842,0.5439856648445129,0.5285487174987793,10,10.526172172501337,False
522.0485229492188,5.0122904777526855,0.22547154128551483,9.598082542419434,0.5769444108009338,5.959068775177002,28.162067413330078,4.947752952575684,10.677881240844727,5.592448711395264,-8.396724700927734,-7.589478492736816,-0.07807262986898422,0.8277891874313354,0.9858260750770569,4.0329508781433105,1.3837393522262573,4.279078006744385,-0.03754374384880066,-0.0007231904310174286,2.7137904167175293,3.2867934703826904,3.7923312187194824,4.005212783813477,4.251062393188477,4.393615245819092,4.410930156707764,4.5999016761779785,4.715310573577881,4.897165298461914,5.063652992248535,5.151832580566406,5.319530010223389,5.406198501586914,5.623458385467529,5.709869384765625,5.850229740142822,5.828758716583252,5.955900192260742,6.052818298339844,4.029800891876221,4.747654438018799,4.93422269821167,5.227534294128418,5.352445125579834,5.544529438018799,5.679109573364258,5.7505388259887695,5.8871378898620605,6.02518367767334,6.072192192077637,6.181735515594482,6.292290210723877,6.374903678894043,6.4602532386779785,6.543576717376709,6.555609226226807,6.689414024353027,6.750028133392334,6.848283290863037,1.4823275804519653,0.15001502633094788,0.03692762553691864,0.0565938726067543,0.03547064587473869,0.07656078040599823,0.10647374391555786,0.08004625886678696,0.054892245680093765,0.07781015336513519,0.06566885113716125,0.04923180490732193,0.06935910880565643,0.14570730924606323,0.020471131429076195,0.07991119474172592,0.235616534948349,0.06469359993934631,0.09197787940502167,0.07335299253463745,3.218288838979788e-05,8.22986476123333e-05,0.0004662400751840323,0.008868220262229443,0.005989674478769302,0.023055266588926315,0.07864214479923248,0.2663198709487915,0.48733553290367126,0.9019020795822144,1.2198936939239502,1.6343101263046265,1.7775628566741943,1.7009379863739014,1.7142560482025146,1.5882800817489624,1.7772955894470215,1.8468059301376343,1.820196509361267,1.8756539821624756,2.384490489959717,2.8059797286987305,3.0627660751342773,3.597961664199829,4.007304668426514,5.155962944030762,5.971627712249756,7.361952304840088,8.106700897216797,8.454129219055176,8.412491798400879,8.29925537109375,7.6072306632995605,2.4676269916312776e-08,-1.16614380374358e-08,5.82889576605794e-08,1.2858408808824606e-05,0.00034847238566726446,0.001462339423596859,-0.001544957049190998,0.006513829808682203,0.01779923029243946,0.1817597895860672,0.40257027745246887,0.7330504059791565,1.3170928955078125,1.7073973417282104,2.2792751789093018,2.1307826042175293,1.9411461353302002,1.5156307220458984,1.0173927545547485,0.7227603793144226,0.48779818415641785,0.4614797532558441,0.3614218831062317,0.3528880476951599,0.40946871042251587,0.42504552006721497,0.4088805019855499,0.44245508313179016,0.42608824372291565,0.46187204122543335,17,51.99515511951335,False
718.5672607421875,5.718329429626465,0.2843944728374481,13.105515480041504,0.481256365776062,6.935131549835205,41.6224250793457,6.975069999694824,15.127010345458984,6.274782180786133,-7.857658386230469,-7.480208396911621,-0.05211980268359184,0.4195842444896698,1.0134401321411133,4.070974349975586,1.4225612878799438,4.569008827209473,-0.03886055573821068,-0.0020093577913939953,2.751844882965088,3.05810546875,3.602445602416992,3.80199933052063,3.9885988235473633,4.029554843902588,4.126394271850586,4.241756916046143,4.3386921882629395,4.471248626708984,4.605267524719238,4.672934532165527,4.73543119430542,4.903383255004883,4.919685363769531,5.026665210723877,5.099605083465576,5.221973896026611,5.29722785949707,5.371729850769043,4.09461784362793,4.431309700012207,4.6284499168396,4.808716773986816,4.960296154022217,5.144750118255615,5.3473615646362305,5.446015357971191,5.53622579574585,5.601262092590332,5.740842342376709,5.850672245025635,5.920085906982422,6.040372371673584,6.059374809265137,6.1351399421691895,6.180818557739258,6.258975982666016,6.302926063537598,6.3981218338012695,1.409094214439392,0.5108984708786011,0.0956130400300026,0.21162831783294678,0.16923247277736664,0.2427857667207718,0.07655664533376694,0.2120751142501831,0.04935973882675171,0.1981869786977768,0.04240085557103157,0.0853857547044754,0.07562337070703506,0.08685607463121414,0.04245331883430481,0.08791367709636688,0.13709388673305511,0.06549853086471558,0.18127089738845825,0.2035442441701889,0.00018313087639398873,0.0012184757506474853,0.0048577552661299706,0.015193009749054909,0.0362980030477047,0.08553679287433624,0.16223572194576263,0.19291427731513977,0.2631862759590149,0.5554855465888977,0.8984717726707458,1.4756802320480347,2.092939853668213,2.6235713958740234,2.7715225219726562,2.7890419960021973,2.3637919425964355,2.169222116470337,2.1804020404815674,2.46578049659729,3.260091543197632,4.150356292724609,5.170604705810547,6.357420921325684,7.292154312133789,8.64490795135498,9.920519828796387,10.488810539245605,10.522623062133789,10.436027526855469,10.151998519897461,10.85564136505127,11.448197364807129,-6.563720944541274e-08,-4.580386914199153e-08,-1.2131259552461415e-07,-7.117362110875547e-05,-0.00020985654555261135,3.0504987080348656e-05,-0.0041938358917832375,-0.0006774484063498676,0.00392289599403739,0.004696414340287447,0.10017696768045425,0.303541898727417,0.7043371200561523,1.2144831418991089,1.7940891981124878,2.2892751693725586,2.5871329307556152,2.5869598388671875,2.416245698928833,1.992989420890808,1.629454493522644,1.3710323572158813,1.2105379104614258,1.0983681678771973,1.0335140228271484,0.9910419583320618,1.1048721075057983,1.2784239053726196,1.50241219997406,1.4930754899978638,4,6.492767224854333,False
748.107177734375,5.779204845428467,0.23140376806259155,13.3480224609375,0.46862977743148804,7.137700080871582,43.77446365356445,7.143951416015625,16.640703201293945,6.5099968910217285,-7.8939924240112305,-7.471719741821289,0.0420985110104084,0.4443850517272949,0.9931885004043579,4.169803142547607,1.5154027938842773,4.627981662750244,-0.03948016092181206,-0.0021638236939907074,2.86753249168396,3.09720516204834,3.6279821395874023,3.8311095237731934,4.013165473937988,4.0776777267456055,4.1419477462768555,4.224249362945557,4.3248772621154785,4.511411666870117,4.601937770843506,4.692650318145752,4.730274200439453,4.944949626922607,4.953944683074951,4.947882175445557,5.096062183380127,5.166971683502197,5.268978118896484,5.391018867492676,4.172761917114258,4.435977458953857,4.7310895919799805,4.8524017333984375,4.981759548187256,5.176921844482422,5.415148735046387,5.470562934875488,5.6004767417907715,5.612430095672607,5.756417274475098,5.88093900680542,5.975216388702393,6.05323600769043,6.122748374938965,6.2068095207214355,6.302375316619873,6.289996147155762,6.375855445861816,6.472990989685059,1.4310415983200073,0.5871295928955078,0.0597211979329586,0.2413509339094162,0.1630212664604187,0.31958165764808655,0.09163856506347656,0.2025901973247528,0.0409541130065918,0.2136722356081009,0.03728858754038811,0.04931534454226494,0.04998592287302017,0.07367826253175735,0.033735159784555435,-0.010256691835820675,0.1562686711549759,0.07409455627202988,0.13430413603782654,0.25350135564804077,3.8523099647136405e-05,-0.0004118865472264588,-0.0009003854938782752,-0.007498260587453842,-0.018091168254613876,-0.045951370149850845,-0.03492346405982971,-0.05636179819703102,-0.024305839091539383,0.31971442699432373,0.7012304067611694,1.3467708826065063,2.099851131439209,2.771573305130005,2.9152679443359375,2.846242666244507,2.5310144424438477,2.1597163677215576,2.0858418941497803,2.382134199142456,2.962229013442993,3.9677822589874268,4.961329936981201,5.8983845710754395,7.185386657714844,8.646492958068848,10.009735107421875,10.264071464538574,10.498309135437012,10.068544387817383,10.292627334594727,10.440683364868164,11.635334968566895,-8.041513410717016e-08,-3.746630383716365e-08,-2.5650883799244184e-06,-3.668814315460622e-05,-0.0003542166668921709,-0.0010528643615543842,-0.0023036571219563484,0.0025530934799462557,-0.030019281432032585,-0.054128870368003845,-0.18882867693901062,0.06628573685884476,0.3469744920730591,1.0087891817092896,1.5744996070861816,2.4012680053710938,2.763218879699707,2.908043384552002,2.720864772796631,2.4447858333587646,1.957922101020813,1.576136827468872,1.3304637670516968,1.2395228147506714,1.2126954793930054,1.1242172718048096,1.3315153121948242,1.4901973009109497,1.6358379125595093,1.5811604261398315,8,10.105741777409417,False
746.4654541015625,5.797909736633301,0.2501942217350006,13.443181037902832,0.46995699405670166,7.1364312171936035,43.4842414855957,7.1583147048950195,16.55708122253418,6.458324432373047,-7.868677616119385,-7.471864700317383,0.022632451727986336,0.4265827536582947,0.9984598159790039,4.1485700607299805,1.4910850524902344,4.6775994300842285,-0.0393853485584259,-0.0021981727331876755,2.849147319793701,3.0737228393554688,3.6159541606903076,3.820986270904541,4.000677585601807,4.052613735198975,4.133421897888184,4.220669746398926,4.314266681671143,4.491614818572998,4.585193634033203,4.663741111755371,4.718578338623047,4.91185998916626,4.926962852478027,4.955859661102295,5.071009635925293,5.167336463928223,5.2574782371521,5.35226583480835,4.1676716804504395,4.439570426940918,4.693597316741943,4.823522090911865,4.967979431152344,5.152263164520264,5.386256217956543,5.464471817016602,5.575369834899902,5.596761703491211,5.739821434020996,5.867456912994385,5.954270362854004,6.043404579162598,6.099242687225342,6.172862529754639,6.251288890838623,6.275899887084961,6.339240550994873,6.439408779144287,1.4256254434585571,0.5811315774917603,0.07056108117103577,0.24337327480316162,0.1689487248659134,0.3080996870994568,0.08522374927997589,0.2151603400707245,0.0426083542406559,0.2139880508184433,0.037762824445962906,0.060070451349020004,0.056774578988552094,0.07294820994138718,0.03653433918952942,0.015671374276280403,0.14859934151172638,0.07248830050230026,0.1540146768093109,0.24763678014278412,8.19823908386752e-05,5.668698577210307e-05,0.0007727625197730958,-0.001298764836974442,-0.0023713260889053345,-0.015694666653871536,0.017956703901290894,-0.01949423924088478,0.04782436415553093,0.34452372789382935,0.7345868945121765,1.3649569749832153,2.110098123550415,2.7666525840759277,2.9110257625579834,2.8551111221313477,2.505300998687744,2.169469118118286,2.09346079826355,2.3959031105041504,3.0524871349334717,4.04394006729126,5.044113636016846,6.085437297821045,7.366640567779541,8.791007041931152,10.130491256713867,10.470457077026367,10.592904090881348,10.264649391174316,10.38089370727539,10.70561408996582,11.729185104370117,-7.877699204072997e-08,-1.400855040856186e-07,-3.6115893635724206e-06,-4.70192899229005e-05,-0.0003771974006667733,-0.0006410414353013039,-0.004657509736716747,-0.00391932250931859,-0.021380795165896416,-0.062060609459877014,-0.14229950308799744,0.10623980313539505,0.4314407706260681,1.0458264350891113,1.6043989658355713,2.386908531188965,2.7315444946289062,2.8851335048675537,2.7116918563842773,2.3857924938201904,1.9483438730239868,1.5906591415405273,1.351378321647644,1.2418956756591797,1.1972284317016602,1.1153196096420288,1.3029862642288208,1.4765032529830933,1.6369258165359497,1.613039493560791,5,7.027477908130271,False
