Mass,HAcceptors,HDonors,LogP,Asphericity,Rg,TPSA,RingCount,NumRotatableBonds,NumHeteroatoms,HOMOm1(eV),HOMO(eV),LUMO(eV),LUMOp1(eV),PrimeState,PrimeExcite(eV),PrimeExcite(osc),DipoleMoment(Debye),SurfaceCharge,ChargeCorrection,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19,O20,TDOS1.5,TDOS1.6,TDOS1.7,TDOS1.8,TDOS1.9,TDOS2.0,TDOS2.1,TDOS2.2,TDOS2.3,TDOS2.4,TDOS2.5,TDOS2.6,TDOS2.7,TDOS2.8,TDOS2.9,TDOS3.0,TDOS3.1,TDOS3.2,TDOS3.3,TDOS3.4,TDOS3.5,TDOS3.6,TDOS3.7,TDOS3.8,TDOS3.9,TDOS4.0,TDOS4.1,TDOS4.2,TDOS4.3,TDOS4.4,TDOS4.5,TDOS4.6,TDOS4.7,SDOS2.5,SDOS2.6,SDOS2.7,SDOS2.8,SDOS2.9,SDOS3.0,SDOS3.1,SDOS3.2,SDOS3.3,SDOS3.4,SDOS3.5,SDOS3.6,SDOS3.7,SDOS3.8,SDOS3.9,SDOS4.0,SDOS4.1,SDOS4.2,SDOS4.3,SDOS4.4,SDOS4.5,SDOS4.6,SDOS4.7,SDOS4.8,SDOS4.9,SDOS5.0,SDOS5.1,SDOS5.2,SDOS5.3,SDOS5.4,target_region,T80,is_organic
587.4398803710938,5.970160961151123,0.19272586703300476,10.51434326171875,0.5686956644058228,6.3446221351623535,32.76314926147461,5.624600887298584,10.496627807617188,6.532041072845459,-8.14195728302002,-7.43511962890625,-0.35154005885124207,0.5999388694763184,1.069798231124878,3.782073497772217,1.6060450077056885,3.9091076850891113,-0.03624210134148598,-0.001348027610220015,2.5212881565093994,3.0619287490844727,3.539142370223999,3.726032018661499,3.9551241397857666,4.082517623901367,4.18781852722168,4.336972713470459,4.46732759475708,4.601593494415283,4.800446033477783,4.869659423828125,5.035546779632568,5.198895454406738,5.261722087860107,5.407923698425293,5.537456512451172,5.62543249130249,5.668181896209717,5.768993854522705,3.810340166091919,4.410123825073242,4.636814594268799,4.980575084686279,5.140503406524658,5.269049167633057,5.434572696685791,5.533577919006348,5.604801177978516,5.739675998687744,5.79777193069458,5.9122395515441895,5.989536285400391,6.082485198974609,6.114039421081543,6.185339450836182,6.245700359344482,6.314731121063232,6.403860569000244,6.481988430023193,1.56449556350708,0.22241297364234924,0.041001543402671814,0.11179021000862122,0.09339781850576401,0.08747619390487671,0.09401159733533859,0.08672521263360977,0.05449285730719566,0.08403567969799042,0.05793711170554161,0.03171776980161667,0.08338819444179535,0.12244924157857895,0.038877930492162704,0.09012513607740402,0.10717073082923889,0.10177307575941086,0.07946152240037918,0.08421909809112549,9.882497397484258e-05,0.0008292165584862232,0.004520299844443798,0.01841065287590027,0.06120553985238075,0.1812276840209961,0.4016815423965454,0.7100732922554016,1.0638365745544434,1.4466314315795898,1.6445562839508057,1.803356647491455,1.8461774587631226,2.0375142097473145,2.116544246673584,2.320542097091675,2.284229040145874,2.3988165855407715,2.5800888538360596,2.8419432640075684,3.4144043922424316,3.854806661605835,4.273519515991211,4.772422790527344,5.353247165679932,6.208388328552246,6.901730537414551,7.819248199462891,8.260879516601562,8.155952453613281,7.610257148742676,7.3884806632995605,7.160120487213135,4.910086772724753e-07,7.034503141767345e-06,7.129230652935803e-05,0.00048436771612614393,0.003733586287125945,0.018027275800704956,0.06455840170383453,0.20808012783527374,0.512630045413971,0.9226692318916321,1.562085747718811,1.9110740423202515,2.293799638748169,2.13277006149292,2.0897960662841797,1.6566460132598877,1.335848093032837,1.1269115209579468,0.7588111758232117,0.5036394000053406,0.4369308054447174,0.3382532298564911,0.32163581252098083,0.3243926167488098,0.44843387603759766,0.47500094771385193,0.5032299160957336,0.5510427951812744,0.6535619497299194,0.6474784016609192,5,8.017811341563899,False
573.179443359375,5.653228759765625,0.25235292315483093,10.358102798461914,0.5611879825592041,6.242936611175537,33.625816345214844,5.430755615234375,10.569446563720703,6.2654709815979,-8.184174537658691,-7.475468158721924,-0.20699112117290497,0.6765791773796082,1.0194967985153198,3.889949083328247,1.54621160030365,4.317470550537109,-0.0366264283657074,-0.0009807476308196783,2.617185592651367,3.154867172241211,3.651066541671753,3.8523240089416504,4.053062915802002,4.157440662384033,4.24435567855835,4.399407863616943,4.539404392242432,4.698349475860596,4.88115930557251,4.9514923095703125,5.122108459472656,5.22780179977417,5.368902683258057,5.464072227478027,5.579792022705078,5.654630184173584,5.728121280670166,5.824613094329834,3.9418985843658447,4.542172431945801,4.728451728820801,5.077686786651611,5.231098651885986,5.365865230560303,5.516215801239014,5.597409725189209,5.694622039794922,5.824709892272949,5.886566638946533,5.989990711212158,6.0787835121154785,6.202642440795898,6.255918979644775,6.332793235778809,6.352503776550293,6.431650161743164,6.5189290046691895,6.597320079803467,1.5986400842666626,0.19730864465236664,0.037050485610961914,0.08296085894107819,0.07889562845230103,0.08927048742771149,0.10169512033462524,0.11049182713031769,0.05519884452223778,0.08726124465465546,0.06605354696512222,0.042355671525001526,0.06787220388650894,0.12726090848445892,0.026842374354600906,0.08442775905132294,0.15368053317070007,0.08518193662166595,0.08291435986757278,0.09071837365627289,3.0487781259580515e-05,0.000465469085611403,0.001864851452410221,0.009496815502643585,0.02687012031674385,0.07706653326749802,0.18311598896980286,0.4705992341041565,0.7003786563873291,1.1020623445510864,1.4481979608535767,1.7668260335922241,1.8977121114730835,2.016909122467041,2.068248748779297,2.059130907058716,1.9896358251571655,2.047820806503296,2.1734962463378906,2.2599003314971924,2.91290545463562,3.3481104373931885,3.7511775493621826,4.297384262084961,4.919851303100586,6.068699359893799,6.7163405418396,7.932135581970215,8.583049774169922,8.489157676696777,8.239097595214844,8.378899574279785,7.884640216827393,1.2262357529380097e-07,1.8754167285806034e-06,2.3289441742235795e-05,0.00012030387733830139,0.0014685874339193106,0.006350225768983364,0.016951918601989746,0.07521545886993408,0.2028304487466812,0.38989919424057007,0.8709730505943298,1.1837224960327148,1.764822244644165,1.9724171161651611,2.4280004501342773,2.101038932800293,1.9229153394699097,1.5144041776657104,1.0993388891220093,0.7519679665565491,0.5711708068847656,0.4454359710216522,0.3729119598865509,0.3620874583721161,0.4944360554218292,0.467647522687912,0.5071213841438293,0.5244495272636414,0.6467139720916748,0.6551623344421387,2,3.1781988886667394,False
603.509765625,5.8377509117126465,0.01287798397243023,11.082182884216309,0.5606023669242859,6.288846969604492,25.42609405517578,6.106925010681152,11.15483570098877,6.074635028839111,-8.197259902954102,-7.5118489265441895,-0.5964215993881226,0.37403708696365356,1.1550421714782715,3.664428234100342,1.371570348739624,3.005126476287842,-0.03550204262137413,-0.0019123093225061893,2.3590986728668213,3.0054502487182617,3.3618743419647217,3.5081958770751953,3.7119176387786865,3.940662145614624,4.094174385070801,4.215851783752441,4.3471455574035645,4.3729963302612305,4.589820861816406,4.673182010650635,4.845197677612305,5.0258026123046875,5.038383960723877,5.115009307861328,5.394392967224121,5.449252128601074,5.532961845397949,5.636020183563232,3.6618173122406006,4.126791954040527,4.427209377288818,4.739958763122559,4.866939067840576,5.069635391235352,5.250556945800781,5.3350934982299805,5.405905723571777,5.579806804656982,5.549351692199707,5.6987504959106445,5.833860874176025,5.867454528808594,5.8817596435546875,5.946384429931641,6.113022804260254,6.125613212585449,6.172583103179932,6.270440578460693,1.1751469373703003,0.2171032726764679,0.1016290932893753,0.1646636575460434,0.1394592523574829,0.07962518185377121,0.11052881926298141,0.06100629270076752,0.05545537546277046,0.07999040186405182,0.04142824560403824,0.09560064971446991,0.13723742961883545,0.18043774366378784,0.04912956804037094,0.19833813607692719,0.04596554487943649,0.10226884484291077,0.1890115737915039,0.057789962738752365,0.00045448692981153727,0.0026502846740186214,0.015350906178355217,0.05264526978135109,0.16637681424617767,0.4234580993652344,0.8596688508987427,1.307985782623291,1.5859249830245972,2.0017306804656982,1.748985767364502,1.7513266801834106,1.6760802268981934,1.9429700374603271,2.375013589859009,2.6481804847717285,2.923905372619629,3.1806681156158447,3.425629138946533,3.9960155487060547,4.546356201171875,4.942471027374268,5.547872066497803,6.188150405883789,6.762777328491211,7.3520307540893555,7.838720798492432,8.205451965332031,8.606277465820312,8.628437995910645,7.7661614418029785,6.134709358215332,6.309208869934082,9.282688324674382e-07,1.1246494977967814e-05,0.00012079159932909533,0.0009998530149459839,0.0061779748648405075,0.0277550108730793,0.1262741982936859,0.35445648431777954,0.8228700160980225,1.5188910961151123,2.0046138763427734,2.425929069519043,2.4138097763061523,2.0026683807373047,1.4014509916305542,0.7432403564453125,0.5747825503349304,0.6653746366500854,0.3825339674949646,0.46627524495124817,0.44421008229255676,0.36295974254608154,0.28498291969299316,0.36995261907577515,0.38826248049736023,0.5190624594688416,0.6460698843002319,0.7026306390762329,0.7930713891983032,0.8014074563980103,17,49.61327497340332,False
564.8555908203125,6.165195465087891,0.2436627298593521,10.096197128295898,0.599246084690094,6.337849140167236,34.378482818603516,5.3126349449157715,9.677677154541016,6.563482284545898,-8.127978324890137,-7.412328720092773,-0.29417145252227783,0.6946843862533569,1.0509841442108154,3.763284206390381,1.69609534740448,3.957484245300293,-0.03655346482992172,-0.0010572116589173675,2.5362682342529297,3.067167043685913,3.5992977619171143,3.797682046890259,4.016808986663818,4.12185001373291,4.233124732971191,4.372949600219727,4.515094757080078,4.670269012451172,4.8600616455078125,4.943198204040527,5.084062099456787,5.219912528991699,5.336195945739746,5.532023906707764,5.558216571807861,5.700608730316162,5.76731538772583,5.810025691986084,3.826967716217041,4.490451812744141,4.686820030212402,5.050408363342285,5.228540420532227,5.328953266143799,5.501736640930176,5.575870513916016,5.662069320678711,5.79064416885376,5.888826847076416,5.968921184539795,6.025708198547363,6.136894702911377,6.1740241050720215,6.257472515106201,6.248863697052002,6.391216278076172,6.479337215423584,6.5403547286987305,1.7122344970703125,0.18124540150165558,0.024150660261511803,0.08771342784166336,0.07344703376293182,0.07230711728334427,0.06934596598148346,0.08231475949287415,0.05672760307788849,0.07942476123571396,0.05888477340340614,0.022028032690286636,0.062021590769290924,0.10303424298763275,0.03692566230893135,0.08258688449859619,0.09945712238550186,0.10943937301635742,0.05059057101607323,0.06914789229631424,2.34529343288159e-05,0.0007211932097561657,0.0018079020082950592,0.011614231392741203,0.042838793247938156,0.14503462612628937,0.2943194806575775,0.6539351344108582,1.0770071744918823,1.3500208854675293,1.692510962486267,1.7684624195098877,1.8315536975860596,1.9765722751617432,2.015148639678955,2.127758502960205,2.1015963554382324,2.166093349456787,2.3218140602111816,2.496807098388672,3.115422487258911,3.5666067600250244,3.8878331184387207,4.279144287109375,4.825721740722656,5.629784107208252,6.531744480133057,7.617515563964844,8.079432487487793,8.179265975952148,7.615939617156982,7.954831123352051,7.402785778045654,4.7226703259184433e-07,6.517218025692273e-06,6.85529739712365e-05,0.00044360882020555437,0.003313531633466482,0.018127204850316048,0.051672741770744324,0.1860399693250656,0.4726220369338989,0.8897838592529297,1.6066193580627441,1.9907926321029663,2.3986213207244873,2.324493885040283,2.200464963912964,1.848407506942749,1.4252625703811646,1.1100753545761108,0.7918750643730164,0.4271710515022278,0.34365639090538025,0.2787475287914276,0.2975819408893585,0.2658230662345886,0.3985273838043213,0.4054078757762909,0.4231269657611847,0.44669079780578613,0.5175489187240601,0.5054407119750977,5,7.132098676545773,False
593.6363525390625,5.63091516494751,0.24691857397556305,10.802464485168457,0.5406688451766968,6.270353317260742,34.57371520996094,5.718067169189453,10.91136646270752,6.292693138122559,-8.119181632995605,-7.476741313934326,-0.2340889871120453,0.6229652762413025,1.036603331565857,3.8861732482910156,1.504090428352356,4.351062297821045,-0.03637689724564552,-0.0011162413284182549,2.595628023147583,3.1437981128692627,3.6160264015197754,3.804788112640381,3.9925343990325928,4.102907657623291,4.225848197937012,4.356077671051025,4.504761219024658,4.627622127532959,4.827817916870117,4.8913254737854,5.042318344116211,5.183340072631836,5.26080846786499,5.36781120300293,5.505039691925049,5.601448059082031,5.660758018493652,5.73805570602417,3.9464848041534424,4.486799716949463,4.677402019500732,5.011315822601318,5.150015830993652,5.307435512542725,5.46287202835083,5.554198265075684,5.65283203125,5.771727561950684,5.842007160186768,5.9523773193359375,6.034781455993652,6.160226821899414,6.183755397796631,6.269442558288574,6.321580410003662,6.3765788078308105,6.4479289054870605,6.51938533782959,1.5329843759536743,0.245152547955513,0.052664440125226974,0.10739299654960632,0.0960848480463028,0.1035580262541771,0.10234677046537399,0.12378231436014175,0.05496424064040184,0.10032438486814499,0.06391196697950363,0.057802096009254456,0.07468246668577194,0.11923440545797348,0.03203792870044708,0.09894794225692749,0.14456188678741455,0.0815008357167244,0.09598492830991745,0.0961504727602005,8.017133950488642e-05,0.0008341842330992222,0.004020571243017912,0.01298526395112276,0.041475336998701096,0.1267697811126709,0.23217226564884186,0.5076310634613037,0.702243983745575,1.101427674293518,1.423709511756897,1.7641055583953857,1.8977832794189453,2.113708734512329,2.2042200565338135,2.25887131690979,2.0943028926849365,2.1334335803985596,2.312098741531372,2.4416120052337646,3.1624069213867188,3.5508010387420654,4.114501476287842,4.83685827255249,5.456278324127197,6.484124660491943,7.1729512214660645,8.185775756835938,8.78534984588623,8.701858520507812,8.245284080505371,8.329041481018066,8.149001121520996,1.210788553862585e-07,1.9138503830617992e-06,2.4968392608570866e-05,0.00010797712457133457,0.0014617635169997811,0.006213061977177858,0.02017388306558132,0.07412811368703842,0.20050649344921112,0.379780650138855,0.8651357889175415,1.1233001947402954,1.6775330305099487,1.890446662902832,2.3266894817352295,2.007449150085449,1.965820074081421,1.611032485961914,1.1875836849212646,0.8363125324249268,0.6766214370727539,0.5150565505027771,0.4564564824104309,0.44647830724716187,0.5525459051132202,0.5301077961921692,0.5710868835449219,0.5914104580879211,0.7553063631057739,0.7771305441856384,2,4.083246458375051,False
722.947509765625,5.738122940063477,0.24698974192142487,13.020423889160156,0.47673237323760986,6.997507572174072,42.1431999206543,6.919122695922852,15.699158668518066,6.4194464683532715,-7.908463001251221,-7.479282379150391,-0.014303458854556084,0.45639896392822266,1.0032193660736084,4.116611003875732,1.4858874082565308,4.623647689819336,-0.03896648809313774,-0.002039864892140031,2.810553550720215,3.090395450592041,3.6165108680725098,3.825808525085449,4.010528087615967,4.069110870361328,4.155838489532471,4.244965553283691,4.3517560958862305,4.518306255340576,4.6278767585754395,4.706132888793945,4.771463871002197,4.963198184967041,4.981546878814697,5.020418167114258,5.1398210525512695,5.236904621124268,5.3280029296875,5.428452968597412,4.1307806968688965,4.446183681488037,4.700795650482178,4.854677200317383,4.999706268310547,5.182206630706787,5.403022766113281,5.4812822341918945,5.586555004119873,5.62939977645874,5.765929698944092,5.8822922706604,5.972850322723389,6.0669474601745605,6.1139235496521,6.192635536193848,6.273949146270752,6.294575214385986,6.362027168273926,6.458572864532471,1.4329646825790405,0.5353808999061584,0.07092265784740448,0.221198171377182,0.15845777094364166,0.27558016777038574,0.08872964233160019,0.1974775493144989,0.044340021908283234,0.19949455559253693,0.0412585623562336,0.059414274990558624,0.06048378348350525,0.07724420726299286,0.035835761576890945,0.028575176373124123,0.1502135545015335,0.07238896936178207,0.14283747971057892,0.22498942911624908,8.437021460849792e-05,0.00016406294889748096,0.001369893318042159,0.001385467010550201,0.0025754719972610474,0.007005137391388416,0.047986119985580444,0.059849467128515244,0.12857727706432343,0.45737266540527344,0.8324873447418213,1.4273649454116821,2.074732780456543,2.655670642852783,2.7972888946533203,2.757638692855835,2.435804843902588,2.1672298908233643,2.126272201538086,2.417837619781494,3.052386999130249,3.9682869911193848,4.922638416290283,5.91721773147583,7.045435905456543,8.398538589477539,9.687399864196777,10.128896713256836,10.342684745788574,10.02450942993164,10.029976844787598,10.312679290771484,11.170742988586426,-5.8197809238436093e-08,6.370543559341968e-08,-1.532467734932652e-07,-3.598611510824412e-05,-0.0001602056436240673,-0.00017568051407579333,-0.0004139197990298271,0.006001945119351149,0.0027906312607228756,-0.002682432299479842,-0.012613797560334206,0.22819627821445465,0.5960371494293213,1.154476284980774,1.7051259279251099,2.339108943939209,2.619525194168091,2.686502695083618,2.474001407623291,2.1591084003448486,1.7345585823059082,1.418342113494873,1.2117810249328613,1.1203895807266235,1.0957242250442505,1.029976487159729,1.1862081289291382,1.3380264043807983,1.5109201669692993,1.4866191148757935,4,6.237996605976301,False
652.216064453125,5.568159580230713,0.23105168342590332,11.639863014221191,0.4974982440471649,6.5809006690979,37.767452239990234,6.156012058258057,13.233919143676758,6.351288795471191,-8.046870231628418,-7.5044379234313965,-0.12026040256023407,0.5556566119194031,1.0150197744369507,4.017444610595703,1.4879828691482544,4.495521068572998,-0.037696484476327896,-0.001539170858450234,2.707002639770508,3.1527514457702637,3.618285655975342,3.842745780944824,4.043393135070801,4.121904373168945,4.226722717285156,4.312748908996582,4.472273349761963,4.606625556945801,4.7535834312438965,4.8403778076171875,4.944794654846191,5.124760150909424,5.171961784362793,5.2203755378723145,5.364909648895264,5.446985244750977,5.549796104431152,5.666923522949219,4.026217460632324,4.467477321624756,4.733506679534912,4.959603309631348,5.102132797241211,5.284006118774414,5.46441125869751,5.541894435882568,5.63133430480957,5.733280181884766,5.847192764282227,5.92931604385376,6.039737701416016,6.146655559539795,6.176620960235596,6.263785362243652,6.356161594390869,6.361667156219482,6.435983180999756,6.530726909637451,1.4716836214065552,0.39523258805274963,0.06447527557611465,0.1558004915714264,0.12279701977968216,0.179767906665802,0.10338351875543594,0.14721320569515228,0.04840455204248428,0.15619121491909027,0.051517412066459656,0.0519074909389019,0.06713555008172989,0.08563491702079773,0.031101053580641747,0.05568983033299446,0.15196740627288818,0.07447237521409988,0.10387000441551208,0.16228711605072021,6.281961395870894e-05,0.00027592614060267806,0.002556857652962208,0.006748311221599579,0.011985771358013153,0.05397062376141548,0.1147938072681427,0.27152469754219055,0.3396371603012085,0.7891596555709839,1.1155006885528564,1.6138081550598145,1.9632554054260254,2.3134829998016357,2.4696803092956543,2.45550274848938,2.2396249771118164,2.1698355674743652,2.2413322925567627,2.4660720825195312,3.027806043624878,3.6797661781311035,4.480780124664307,5.276803970336914,6.0017781257629395,7.15625524520874,8.272232055664062,9.04640007019043,9.55059814453125,9.159910202026367,8.946882247924805,8.973481178283691,9.350174903869629,-9.219550123340525e-10,5.949954129391699e-07,1.0672324606275652e-05,1.4735634977114387e-05,0.0005403889808803797,0.0008696266449987888,0.01351757813245058,0.03802647814154625,0.0789889246225357,0.17440830171108246,0.35840824246406555,0.6287277340888977,1.0978773832321167,1.5010223388671875,2.0287346839904785,2.1957130432128906,2.29669189453125,2.0911426544189453,1.7691525220870972,1.5094138383865356,1.1057463884353638,0.901001513004303,0.7811102867126465,0.752901017665863,0.7977391481399536,0.7678370475769043,0.848090648651123,0.9206759929656982,1.1244475841522217,1.1052988767623901,5,7.963115718781511,False
656.1419677734375,5.573835849761963,0.23721252381801605,11.745701789855957,0.49609386920928955,6.603733539581299,38.179569244384766,6.215666770935059,13.32686710357666,6.338598251342773,-8.030216217041016,-7.501484394073486,-0.11695525050163269,0.5468223094940186,1.0156593322753906,4.021847724914551,1.4807173013687134,4.4876604080200195,-0.037779152393341064,-0.0015657023759558797,2.706955909729004,3.145467758178711,3.6185033321380615,3.8401756286621094,4.040233612060547,4.114771842956543,4.220582962036133,4.309576511383057,4.46462869644165,4.596193313598633,4.7466230392456055,4.8304290771484375,4.9283647537231445,5.109360218048096,5.148441314697266,5.206007480621338,5.34519100189209,5.435096740722656,5.533872604370117,5.648529052734375,4.029327392578125,4.464662075042725,4.72576904296875,4.950275421142578,5.091732978820801,5.273404121398926,5.454874038696289,5.533186912536621,5.623408794403076,5.723509311676025,5.841831207275391,5.923883438110352,6.030354022979736,6.137121200561523,6.164425849914551,6.2538628578186035,6.3447980880737305,6.35282564163208,6.427360534667969,6.518973350524902,1.4630510807037354,0.40339627861976624,0.06759541481733322,0.15870603919029236,0.1267516314983368,0.18314281105995178,0.10093501955270767,0.15022926032543182,0.048704616725444794,0.15872466564178467,0.050894107669591904,0.0549469068646431,0.06831391900777817,0.08591952174901962,0.03239903599023819,0.05985091254115105,0.15221914649009705,0.07348533719778061,0.10878337919712067,0.16383659839630127,7.509876741096377e-05,0.0003763018758036196,0.002803768729791045,0.007653563283383846,0.013916339725255966,0.060279730707407,0.12173137068748474,0.27234676480293274,0.33847537636756897,0.7758633494377136,1.1036827564239502,1.6067456007003784,1.9714983701705933,2.3334062099456787,2.486124277114868,2.478623151779175,2.2456107139587402,2.1600685119628906,2.2333574295043945,2.4661242961883545,3.046621561050415,3.716169595718384,4.536686897277832,5.374541759490967,6.092575550079346,7.258706092834473,8.393155097961426,9.131354331970215,9.615579605102539,9.287118911743164,9.032780647277832,9.126943588256836,9.527443885803223,-5.801010338757351e-09,5.53540985492873e-07,9.839482117968146e-06,2.7408548248786246e-06,0.0004623745917342603,0.0008195303380489349,0.01204717718064785,0.034470923244953156,0.07244560867547989,0.16317544877529144,0.34338435530662537,0.5979523658752441,1.0650123357772827,1.4806544780731201,2.0122146606445312,2.2007689476013184,2.3164572715759277,2.127765417098999,1.8089431524276733,1.5326204299926758,1.1337120532989502,0.928259015083313,0.8083747625350952,0.7748618721961975,0.8121117353439331,0.7839054465293884,0.8623765707015991,0.9443300366401672,1.149774432182312,1.1270753145217896,5,7.559685542619539,False
674.8521118164062,5.617792129516602,0.23151281476020813,12.058245658874512,0.49093112349510193,6.714291572570801,39.166290283203125,6.395657062530518,14.030529975891113,6.385134696960449,-8.008892059326172,-7.4965739250183105,-0.08209362626075745,0.5278592705726624,1.0100836753845215,4.053360462188721,1.4918574094772339,4.528907299041748,-0.03812222555279732,-0.001692577381618321,2.7434396743774414,3.137568473815918,3.6199755668640137,3.8394429683685303,4.036260604858398,4.111697673797607,4.20531702041626,4.291409015655518,4.436110019683838,4.583324909210205,4.716620922088623,4.804074287414551,4.892928123474121,5.081108570098877,5.118668556213379,5.1572723388671875,5.300114154815674,5.3798980712890625,5.481191158294678,5.598962783813477,4.060024261474609,4.4599761962890625,4.730733871459961,4.932300567626953,5.072560787200928,5.257686614990234,5.450881004333496,5.524571418762207,5.622800350189209,5.704037189483643,5.8247833251953125,5.917374134063721,6.022603988647461,6.123713493347168,6.161544322967529,6.249392509460449,6.340132236480713,6.343514919281006,6.42104434967041,6.5162787437438965,1.4613215923309326,0.44142627716064453,0.064329594373703,0.17623038589954376,0.13274076581001282,0.21258285641670227,0.10011477768421173,0.16015465557575226,0.04669254645705223,0.17017565667629242,0.048209723085165024,0.05190618708729744,0.06376810371875763,0.08357437700033188,0.03194335475564003,0.04115171730518341,0.1527879536151886,0.07420846819877625,0.11199918389320374,0.1832938939332962,6.049422881915234e-05,0.0001389248063787818,0.0018171332776546478,0.0038545678835362196,0.005853220820426941,0.032969992607831955,0.08227017521858215,0.1956985592842102,0.25862497091293335,0.6795395016670227,1.0198609828948975,1.5504786968231201,1.996994972229004,2.421483278274536,2.5741770267486572,2.550236701965332,2.3080077171325684,2.170112133026123,2.2026145458221436,2.4480555057525635,3.01370906829834,3.7579877376556396,4.604127883911133,5.433383941650391,6.292374134063721,7.519717693328857,8.691237449645996,9.350081443786621,9.77885627746582,9.3824462890625,9.266788482666016,9.340859413146973,9.90112018585205,-1.8074443275395424e-08,4.680620122599066e-07,7.49879245631746e-06,1.7308790347669856e-06,0.00033067644108086824,0.0004758247814606875,0.009676754474639893,0.02963600680232048,0.05306731164455414,0.12049685418605804,0.23208442330360413,0.49570232629776,0.924248993396759,1.3841469287872314,1.9190326929092407,2.24505352973938,2.403630256652832,2.2823615074157715,1.9916185140609741,1.7260452508926392,1.3064427375793457,1.0607023239135742,0.913819432258606,0.8683032989501953,0.8945676684379578,0.8518995642662048,0.9598916172981262,1.0545238256454468,1.2457746267318726,1.2205852270126343,5,6.926691005170094,False
503.5762939453125,4.936209678649902,0.2337784767150879,9.405265808105469,0.594825804233551,5.854404449462891,28.22708511352539,4.734584331512451,9.961630821228027,5.475013256072998,-8.404692649841309,-7.576891899108887,-0.07684074342250824,0.8919429779052734,0.9767717719078064,4.033718585968018,1.4990735054016113,4.041425704956055,-0.037536751478910446,-0.0007031577988527715,2.7403180599212646,3.271618127822876,3.8040311336517334,4.060284614562988,4.293797969818115,4.436936378479004,4.457822799682617,4.660572052001953,4.758761882781982,4.965994358062744,5.118174076080322,5.220905780792236,5.391820907592773,5.49233865737915,5.696098804473877,5.830401420593262,5.914821147918701,5.904389381408691,6.089386463165283,6.1314287185668945,4.028682708740234,4.820434093475342,4.99766206741333,5.294830322265625,5.43269157409668,5.599849700927734,5.751251697540283,5.812380790710449,5.941897392272949,6.0164594650268555,6.134761333465576,6.2326765060424805,6.334576606750488,6.418721675872803,6.538740634918213,6.57156229019165,6.613895893096924,6.724466800689697,6.809225559234619,6.877159118652344,1.5417648553848267,0.10072513669729233,0.03081624023616314,0.05029579624533653,0.027797991409897804,0.0478811115026474,0.07469318807125092,0.06559713929891586,0.05793645232915878,0.060443390160799026,0.0688466802239418,0.044100359082221985,0.045805759727954865,0.12719273567199707,0.025024112313985825,0.07638649642467499,0.23698744177818298,0.06523243337869644,0.06851314753293991,0.0670352652668953,-7.546312644990394e-06,-7.817178266122937e-05,0.00011774055747082457,0.008144591003656387,-0.005858816206455231,0.01135894376784563,0.07330584526062012,0.31894057989120483,0.6119609475135803,0.9157193899154663,1.2727148532867432,1.5851054191589355,1.643067479133606,1.5896039009094238,1.5656782388687134,1.4266235828399658,1.61444091796875,1.7190691232681274,1.810755968093872,1.8035533428192139,2.305070638656616,2.63273549079895,2.749451160430908,3.2722837924957275,3.487203598022461,4.486079692840576,5.273899555206299,7.011233329772949,7.835736274719238,8.369483947753906,8.336217880249023,7.90333890914917,7.092522621154785,8.063967271709771e-08,1.0893940043388284e-06,1.049640923156403e-05,0.00016248378960881382,0.0006372208590619266,0.004082115367054939,0.006767750717699528,0.03410813584923744,0.09101498126983643,0.2774038314819336,0.6180545091629028,1.0193451642990112,1.4637465476989746,1.7493979930877686,2.1652045249938965,2.1334989070892334,1.699127435684204,1.2856760025024414,0.9014999270439148,0.5882639288902283,0.3988461494445801,0.37616056203842163,0.3135718107223511,0.27227094769477844,0.38001811504364014,0.39203810691833496,0.317594975233078,0.354319304227829,0.281674861907959,0.3568756580352783,12,19.12540313324544,False
