ID,smiles,vmin_vmin_boltz,vmin_r_boltz,fmo_e_homo_boltz,fmo_e_lumo_boltz,fmo_mu_boltz,fmo_eta_boltz,fmo_omega_boltz,somo_ra_boltz,somo_rc_boltz,nbo_P_boltz,nbo_P_ra_boltz,spindens_P_ra_boltz,nbo_P_rc_boltz,spindens_P_rc_boltz,nmr_P_boltz,nmrtens_sxx_P_boltz,nmrtens_syy_P_boltz,nmrtens_szz_P_boltz,efg_amp_P_boltz,efgtens_xx_P_boltz,efgtens_yy_P_boltz,efgtens_zz_P_boltz,nuesp_P_boltz,E_solv_cds_boltz,nbo_lp_P_percent_s_boltz,nbo_lp_P_occ_boltz,nbo_lp_P_e_boltz,nbo_bd_e_max_boltz,nbo_bd_e_avg_boltz,nbo_bds_e_min_boltz,nbo_bds_e_avg_boltz,nbo_bd_occ_min_boltz,nbo_bd_occ_avg_boltz,nbo_bds_occ_max_boltz,nbo_bds_occ_avg_boltz,E_solv_total_boltz,E_solv_elstat_boltz,E_oxidation_boltz,E_reduction_boltz,fukui_p_boltz,fukui_m_boltz,vbur_vtot_boltz,vbur_ratio_vbur_vtot_boltz,Pint_P_int_boltz,Pint_dP_boltz,Pint_P_min_boltz,Pint_P_max_boltz,volume_boltz,surface_area_boltz,sphericity_boltz,dipolemoment_boltz,dipolemoment_min,dipolemoment_max,dipolemoment_delta,dipolemoment_vburminconf,qpole_amp_boltz,qpole_amp_min,qpole_amp_max,qpole_amp_delta,qpole_amp_vburminconf,qpoletens_xx_boltz,qpoletens_xx_min,qpoletens_xx_max,qpoletens_xx_delta,qpoletens_xx_vburminconf,qpoletens_yy_boltz,qpoletens_yy_min,qpoletens_yy_max,qpoletens_yy_delta,qpoletens_yy_vburminconf,qpoletens_zz_boltz,qpoletens_zz_min,qpoletens_zz_max,qpoletens_zz_delta,qpoletens_zz_vburminconf,pyr_P_boltz,pyr_P_min,pyr_P_max,pyr_P_delta,pyr_P_vburminconf,pyr_alpha_boltz,pyr_alpha_min,pyr_alpha_max,pyr_alpha_delta,pyr_alpha_vburminconf,vbur_vbur_boltz,vbur_vbur_min,vbur_vbur_max,vbur_vbur_delta,vbur_vbur_vburminconf,vbur_qvbur_min_boltz,vbur_qvbur_min_min,vbur_qvbur_min_max,vbur_qvbur_min_delta,vbur_qvbur_min_vburminconf,vbur_qvbur_max_boltz,vbur_qvbur_max_min,vbur_qvbur_max_max,vbur_qvbur_max_delta,vbur_qvbur_max_vburminconf,vbur_qvtot_min_boltz,vbur_qvtot_min_min,vbur_qvtot_min_max,vbur_qvtot_min_delta,vbur_qvtot_min_vburminconf,vbur_qvtot_max_boltz,vbur_qvtot_max_min,vbur_qvtot_max_max,vbur_qvtot_max_delta,vbur_qvtot_max_vburminconf,vbur_max_delta_qvbur_boltz,vbur_max_delta_qvbur_min,vbur_max_delta_qvbur_max,vbur_max_delta_qvbur_delta,vbur_max_delta_qvbur_vburminconf,vbur_max_delta_qvtot_boltz,vbur_max_delta_qvtot_min,vbur_max_delta_qvtot_max,vbur_max_delta_qvtot_delta,vbur_max_delta_qvtot_vburminconf,vbur_ovbur_min_boltz,vbur_ovbur_min_min,vbur_ovbur_min_max,vbur_ovbur_min_delta,vbur_ovbur_min_vburminconf,vbur_ovbur_max_boltz,vbur_ovbur_max_min,vbur_ovbur_max_max,vbur_ovbur_max_delta,vbur_ovbur_max_vburminconf,vbur_ovtot_min_boltz,vbur_ovtot_min_min,vbur_ovtot_min_max,vbur_ovtot_min_delta,vbur_ovtot_min_vburminconf,vbur_ovtot_max_boltz,vbur_ovtot_max_min,vbur_ovtot_max_max,vbur_ovtot_max_delta,vbur_ovtot_max_vburminconf,vbur_near_vbur_boltz,vbur_near_vbur_min,vbur_near_vbur_max,vbur_near_vbur_delta,vbur_near_vbur_vburminconf,vbur_far_vbur_boltz,vbur_far_vbur_min,vbur_far_vbur_max,vbur_far_vbur_delta,vbur_far_vbur_vburminconf,vbur_near_vtot_boltz,vbur_near_vtot_min,vbur_near_vtot_max,vbur_near_vtot_delta,vbur_near_vtot_vburminconf,vbur_far_vtot_boltz,vbur_far_vtot_min,vbur_far_vtot_max,vbur_far_vtot_delta,vbur_far_vtot_vburminconf,sterimol_B1_boltz,sterimol_B1_min,sterimol_B1_max,sterimol_B1_delta,sterimol_B1_vburminconf,sterimol_B5_boltz,sterimol_B5_min,sterimol_B5_max,sterimol_B5_delta,sterimol_B5_vburminconf,sterimol_L_boltz,sterimol_L_min,sterimol_L_max,sterimol_L_delta,sterimol_L_vburminconf,sterimol_burB1_boltz,sterimol_burB1_min,sterimol_burB1_max,sterimol_burB1_delta,sterimol_burB1_vburminconf,sterimol_burB5_boltz,sterimol_burB5_min,sterimol_burB5_max,sterimol_burB5_delta,sterimol_burB5_vburminconf,sterimol_burL_boltz,sterimol_burL_min,sterimol_burL_max,sterimol_burL_delta,sterimol_burL_vburminconf,Y1,Y2,Y3
184,Cc1cc(C)c(-c2cc(-c3c(C)cc(C)cc3C)cc(P(c3cc(-c4c(C)cc(C)cc4C)cc(-c4c(C)cc(C)cc4C)c3)C3CCCC3)c2)c(C)c1,-0.051596415,1.841917699,-0.228786725,-0.031883674,-0.130335199,0.196903051,0.043138149,0.035739277,-0.327174935,0.780493532,0.751759707,0.02164846,0.965820405,0.232716841,306.2195276,279.1076236,304.6620802,334.8888491,1.746632359,-0.815915836,-0.604987204,1.420902459,-54.1849896,-18.10957198,51.10915018,1.924262884,-0.312025003,-0.449567935,-0.462722976,0.19657219,0.215348283,1.947863559,1.951984326,0.040467181,0.03558835,-31.58201428,-13.4724423,0.264251633,0.002068811,0.028733825,0.185326872,845.6179001,0.067815901,22.10480441,5.850989302,12.77917733,46.67248902,1007.097557,792.2186345,0.61338042,1.313126398,1.233944125,1.557374338,0.323430213,1.417256587,8.420034253,5.639799261,11.20310632,5.563307061,8.168785794,6.07551086,3.691017975,7.384701406,3.693683432,6.031850513,-0.303737534,-1.317379736,1.40989061,2.727270346,-0.550744703,-5.771773326,-8.367223374,-4.230033591,4.137189783,-5.48110581,0.947090929,0.923355166,0.95068653,0.027331364,0.931858445,15.75307787,15.19194772,19.18688317,3.994935445,18.09690069,57.34635119,48.11161411,61.83179136,13.72017726,48.11161411,11.54465554,9.701811575,12.02999534,2.328183761,10.18188181,19.28916348,13.5057668,22.91367917,9.407912367,14.45126461,75.14300052,52.36747818,77.76605346,25.39857528,56.81474315,313.3475854,300.843861,334.7458631,33.90200214,318.9873848,7.258515397,1.973622083,10.48205645,8.508434364,3.729695998,204.7059704,184.7244442,252.8755598,68.15111564,212.2871747,0,0,0,0,0,17.98548669,13.5057668,20.45371142,6.94794462,14.45126461,0.1136211,0,0.321046024,0.321046024,0,304.6357242,295.0244789,321.2756999,26.25122092,315.5733178,56.00049887,48.11161411,59.43980742,11.32819331,48.11161411,1.345852321,0,2.525859741,2.525859741,0,826.009326,801.9044585,841.0879628,39.18350429,819.6013921,18.70925849,3.579691868,36.02663093,32.44693906,19.05589987,5.388333587,4.337524969,5.776905103,1.439380134,4.688118654,10.93375434,10.74175366,11.05986034,0.318106681,10.97684658,12.70465966,11.72669332,13.24893959,1.522246272,12.37554741,4.117776357,3.287198543,4.855423496,1.568224953,3.716576938,7.228095776,7.020001655,7.855001764,0.835000109,7.648771327,7.273410552,7.069191255,7.429331636,0.360140381,7.347237453,0.54,0.43,0.6
185,c1c(P(c2cc3c4c(c2)CCCN4CCC3)C2CCCC2)cc2c3c1CCCN3CCC2,-0.07135478,1.801087688,-0.181702575,-0.002478243,-0.092090409,0.179224332,0.023667254,0.073818275,-0.314486807,0.79067569,0.764987988,0.022413565,0.881577381,0.09531223,298.4908095,268.6273542,294.8768665,331.9681611,1.703645677,-0.755766286,-0.633450029,1.389216247,-54.20660807,-13.7444976,50.06355191,1.92439521,-0.286897734,-0.433097976,-0.44447086,0.224039285,0.243290631,1.952247105,1.955172366,0.042592286,0.037709478,-22.56143128,-8.816933678,0.220484828,0.035887356,0.025687702,0.090901692,484.1919873,0.110816623,20.40085067,4.717300035,12.90400805,36.41276886,587.7888375,494.3335636,0.686476357,3.693110725,3.260041508,4.080900239,0.820858731,3.666937225,17.01305547,15.5736914,22.1491935,6.575502106,20.58294227,13.72424015,12.49503756,17.17746834,4.682430773,15.9195416,-5.19233999,-6.172788136,-2.981670934,3.191117202,-3.295555643,-8.531900161,-13.48713417,-7.960812689,5.526321483,-12.62398596,0.933403227,0.920820741,0.93676078,0.01594004,0.924229524,17.86518829,17.3788276,19.58714919,2.208321585,19.14961109,53.6572844,48.94310831,57.50802152,8.564913216,48.94310831,11.64911696,9.790713471,12.13876942,2.348055949,10.09820944,15.04750407,14.4931008,17.76050694,3.267406141,14.61337983,59.38295624,35.29881692,61.21988221,25.9210653,55.5626735,182.1824472,177.3362802,187.9168521,10.58057189,184.2601089,3.145872106,2.319816524,5.726327983,3.40651146,3.312380041,121.7796708,108.5670645,152.6180351,44.05097068,111.0270202,0,0,0,0,0,15.01646226,14.4931008,17.43104697,2.937946174,14.61337983,0,0,0,0,0,182.1824472,177.3362802,187.9168521,10.58057189,184.2601089,53.62696573,48.94310831,57.21621412,8.273105817,48.94310831,0.030318668,0,0.320046824,0.320046824,0,484.3744784,482.7408861,485.2029997,2.462113565,482.9168092,0.060201327,0,0.752375717,0.752375717,0,4.882707688,3.950144295,5.136604586,1.186460291,4.01532956,8.627056872,8.484341701,8.701768038,0.217426337,8.696145459,9.362293695,8.884511552,9.761950623,0.877439071,9.47246676,4.085295024,3.380692342,4.184343592,0.803651251,3.395005048,7.02743494,6.998399838,7.047087331,0.048687493,6.999747991,7.156069654,7.039289052,7.323912903,0.284623852,7.323440721,0.22,0.19,0.53
186,CC(C)c1cc(C(C)C)c(-c2cc(-c3c(C(C)C)cc(C(C)C)cc3C(C)C)cc(P(c3cc(C(C)(C)C)cc(C(C)(C)C)c3)c3cc(C(C)(C)C)cc(C(C)(C)C)c3)c2)c(C(C)C)c1,-0.051494883,1.84502364,-0.222918394,-0.030805368,-0.126861881,0.192113026,0.041899675,0.034454043,-0.319128064,0.795301833,0.760726041,0.031553687,1.078391403,0.366977906,295.2328124,278.1036088,287.1367964,320.4580162,1.782233553,-0.747418545,-0.707578426,1.454996845,-54.18198452,-17.59032882,49.70319702,1.906532512,-0.304981966,-0.466144526,-0.467315841,0.224879041,0.22689392,1.949562052,1.950770685,0.038747299,0.036947813,-31.49794093,-13.9076121,0.259351143,0.001942076,0.034575792,0.283089569,1066.196062,0.046657293,22.806115,6.503272918,12.92236464,49.43176404,1311.423613,960.1874366,0.603504408,1.762014982,1.54495063,1.974084812,0.429134182,1.879004133,11.29609389,8.791770571,16.97148237,8.179711795,16.59450209,6.706363564,5.602568445,10.83920458,5.236636139,10.29177151,2.083198342,-0.791545094,4.567406905,5.358951998,2.486173542,-8.789561906,-12.91012554,-6.400741415,6.509384121,-12.77794505,0.943292428,0.926375296,0.948443678,0.022068382,0.945421692,16.41845,15.56989625,18.43777906,2.86788281,15.98725713,49.74588018,48.35530989,53.25432729,4.899017402,48.35530989,10.98784623,10.12958658,11.29367846,1.16409188,10.14736696,14.0969253,13.6626525,17.13610186,3.473449358,14.29333301,151.2364985,132.8899977,163.8286253,30.9386276,142.0198904,427.1704122,369.4522135,510.065892,140.6136786,373.0859856,2.381786072,1.463220612,6.876823103,5.413602492,4.14596605,212.3701585,154.5275939,375.3935747,220.8659808,165.1509388,0,0,0,0,0,14.09568265,13.6626525,16.36840784,2.705755341,14.29333301,0.485118225,0,1.442926916,1.442926916,0,396.1027529,355.1971095,427.4638828,72.26677329,363.4538555,49.71523061,48.35530989,52.423879,4.068569106,48.35530989,0.030649572,0,0.830448296,0.830448296,0,1021.804445,967.1145914,1046.25073,79.13613888,1042.891667,42.45331572,12.7413944,89.95332659,77.21193219,22.17571231,6.333149787,5.795391818,6.880909641,1.085517824,6.236036417,12.38896204,11.75758792,12.46044115,0.702853236,12.32873255,12.4436181,10.97546957,14.20816638,3.232696806,11.05259073,4.969749833,4.210681682,5.595195977,1.384514294,4.633344439,7.804196007,7.100279762,7.975657098,0.875377335,7.319972619,7.182723226,7.051552432,7.353451668,0.301899236,7.323474259,0.28,0.23,0.55
187,CC(C)(C)c1cc(P(c2ccccc2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,-0.052485355,1.840158002,-0.221633229,-0.024262686,-0.122947957,0.197370542,0.038294242,0.054550825,-0.364435622,0.793855022,0.755904097,0.030173565,1.113026227,0.410878641,296.0404001,284.1013876,287.1828472,316.8370068,1.779797301,-0.742124422,-0.710962027,1.453086466,-54.18334611,-10.50430957,49.55528181,1.904752761,-0.303456002,-0.465926219,-0.467675096,0.22858406,0.229128016,1.951193531,1.951795739,0.037494425,0.036869409,-19.34867582,-8.844366246,0.263614135,0.015823511,0.037950925,0.319171205,579.2021327,0.085983482,20.85594333,5.354975565,13.57024455,40.92113903,706.3449055,576.9095415,0.664853525,1.764625829,1.734554596,1.806546475,0.071991879,1.734554596,6.247232631,6.131051711,6.336516972,0.205465261,6.325375907,2.802608385,2.632628262,2.939695104,0.307066842,2.752735048,2.288625828,2.118155635,2.413492264,0.295336628,2.408077944,-5.091234213,-5.160812992,-4.994613191,0.166199801,-5.160812992,0.941274459,0.940370021,0.941948266,0.001578244,0.94137326,16.73347435,16.63003471,16.87024431,0.240209595,16.71802172,49.80181615,49.73799584,49.86977983,0.131783986,49.73799584,11.30821389,11.28321941,11.33237693,0.049157519,11.29786208,13.78393326,13.70971821,13.865558,0.155839794,13.76515116,84.27685124,81.79480129,86.78883305,4.994031764,83.13278426,200.8529938,197.57694,202.7247573,5.147817281,198.7849145,1.577246922,1.481000991,1.684952398,0.203951408,1.684952398,109.7190976,103.7070218,114.5032223,10.79620051,111.9638957,0,0,0,0,0,13.78393326,13.70971821,13.865558,0.155839794,13.76515116,0,0,0,0,0,198.9231587,195.1000769,201.1336698,6.033592883,196.3186054,49.80181615,49.73799584,49.86977983,0.131783986,49.73799584,0,0,0,0,0,574.2935784,572.6619424,576.6040645,3.942122097,573.0636397,4.141306513,1.950422843,6.009586563,4.05916372,6.009586563,5.29196166,5.196786318,5.363277015,0.166490697,5.342039266,8.511875561,8.38134402,8.557229209,0.175885189,8.556622432,9.796115045,9.689391417,9.887499293,0.198107876,9.689391417,4.20563657,4.162278527,4.273705782,0.111427255,4.217306812,7.194225316,7.052109137,7.246688786,0.19457965,7.246688786,7.077569263,7.057784929,7.107236064,0.049451135,7.057784929,0.87,0.71,0.87
196,Cc1ccc(P(c2ccc(C)cc2C)c2ccc(C)cc2C)c(C)c1,-0.048616295,1.800194633,-0.214269203,-0.022096198,-0.1181827,0.192173005,0.036340112,0.059897042,-0.366959885,0.79363107,0.751295867,0.036931313,1.141915892,0.444084926,320.0111836,309.521562,324.8670399,325.6450484,1.782879766,-0.728179942,-0.72753475,1.455714691,-54.18527123,-8.529507191,48.04749792,1.880507327,-0.296377849,-0.470510739,-0.470542053,0.238293402,0.238366606,1.952488275,1.952540202,0.041948756,0.041911402,-15.39207902,-6.862571825,0.25756407,0.019162258,0.042335203,0.348284822,405.7273765,0.17640662,19.83992418,4.719677782,12.54992418,39.01166076,476.7787981,409.5650456,0.720619226,0.959078459,0.958319496,1.680950341,0.722630846,1.680950341,6.688843998,6.687713224,8.392632299,1.704919075,8.392632299,2.963288951,2.959643949,4.888344182,1.928700233,4.888344182,2.490455218,0.499397207,2.494235758,1.99483855,1.714698768,-5.453744168,-6.60304295,-5.268256286,1.334786664,-6.60304295,0.918681723,0.85499173,0.918733065,0.063741335,0.876616255,19.89111804,19.8848251,27.13357666,7.248751562,24.68679573,71.57301676,61.44166893,71.58485227,10.14318334,61.44166893,15.88592069,11.30832112,15.89461303,4.58629191,11.38780988,19.81243374,19.73935854,21.74958729,2.010228746,20.6733514,86.56856554,70.61600263,86.59885676,15.98285413,76.02305697,116.3278122,116.317178,123.8107562,7.493578195,123.1786748,2.992202568,2.98187417,9.864972701,6.883098531,9.285541522,24.39955153,24.34845185,51.31160358,26.96315172,38.12846834,0.233838602,0,0.234282643,0.234282643,0,18.81377885,18.81373292,19.74772578,0.933992856,19.59816142,0.281659352,0,0.282194201,0.282194201,0,115.0348319,115.021743,123.1786748,8.15693182,123.1786748,68.62491494,60.36438713,68.63330933,8.268922198,60.36438713,2.948101821,1.077281794,2.951542935,1.874261141,1.077281794,401.8433428,401.7496283,403.2147034,1.465075184,403.2147034,3.880084468,1.142518656,3.885282482,2.742763827,1.396191026,4.838176363,4.577031698,5.093423049,0.516391351,5.093423049,7.529592718,7.529369419,7.686671744,0.157302325,7.686671744,7.320584344,7.319466142,7.945661627,0.626195485,7.945661627,4.477864007,4.197904297,4.522782322,0.324878026,4.522782322,6.042581721,6.04241739,6.227952249,0.185534859,6.227952249,6.785592211,6.784201912,7.603448863,0.819246951,7.603448863,0.02,0.02,0.18
208,c1ccc(-p2c3ccccc3c3ccccc32)cc1,-0.0414641,1.893023736,-0.23507,-0.04686,-0.140965,0.18821,0.052789786,0.04803,-0.38145,0.79266,0.72538,0.02415,0.84061,-0.01868,300.5845,259.4073,320.4529,321.8935,1.737505156,-0.769802,-0.647095,1.416897,-54.174991,-7.23,51.66,1.8977,-0.32262,-0.47334,-0.47368,0.21652,0.22262,1.94062,1.949053333,0.03885,0.034903333,-13.94664897,-6.716648975,0.2834843,0.0006857,0.06728,0.04795,291.7665834,0.16125553,19.6,4.17,13.31,33.33,329.28674,296.5791,0.777547,1.500465919,1.500465919,1.500465919,0,1.500465919,8.992921717,8.992921717,8.992921717,0,8.992921717,5.700980674,5.700980674,5.700980674,0,5.700980674,1.157056906,1.157056906,1.157056906,0,1.157056906,-6.85803758,-6.85803758,-6.85803758,0,-6.85803758,0.957141151,0.957141151,0.957141151,0,0.957141151,13.60439206,13.60439206,13.60439206,0,13.60439206,47.04897498,47.04897498,47.04897498,0,47.04897498,9.483217502,9.483217502,9.483217502,0,9.483217502,15.78583895,15.78583895,15.78583895,0,15.78583895,53.92805471,53.92805471,53.92805471,0,53.92805471,92.76592546,92.76592546,92.76592546,0,92.76592546,4.994194725,4.994194725,4.994194725,0,4.994194725,38.83787076,38.83787076,38.83787076,0,38.83787076,0,0,0,0,0,15.78583895,15.78583895,15.78583895,0,15.78583895,0,0,0,0,0,92.76592546,92.76592546,92.76592546,0,92.76592546,47.04897498,47.04897498,47.04897498,0,47.04897498,0,0,0,0,0,291.7665834,291.7665834,291.7665834,0,291.7665834,0,0,0,0,0,4.13485998,4.13485998,4.13485998,0,4.13485998,6.433339693,6.433339693,6.433339693,0,6.433339693,7.500720375,7.500720375,7.500720375,0,7.500720375,3.945030018,3.945030018,3.945030018,0,3.945030018,6.060462484,6.060462484,6.060462484,0,6.060462484,7.083521618,7.083521618,7.083521618,0,7.083521618,0.03,0.03,0.14
233,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,-0.03381079,1.883567112,-0.245448266,-0.04775988,-0.146604073,0.197688386,0.054361329,0.038355657,-0.391633822,0.811303074,0.760099162,0.045844857,1.127089619,0.407794755,295.1643016,281.7028622,283.2334072,320.5567108,1.79700143,-0.734868191,-0.732375956,1.467243928,-54.1591435,-8.746146173,49.96689747,1.900502316,-0.325935353,-0.49379656,-0.493865807,0.205720322,0.205823549,1.950972995,1.95103442,0.036577296,0.036530549,-15.82904452,-7.082898346,0.290937176,-0.004458671,0.051203911,0.315786546,369.3132817,0.137149652,20.10847476,4.472009926,13.94261563,35.95676172,406.2428032,363.1448624,0.730456972,2.522988804,2.054870533,3.396936013,1.34206548,2.465328131,10.19094401,5.959476897,14.65566624,8.696189341,7.136754616,6.457203291,2.92309763,10.27678469,7.353687057,2.92309763,0.790759854,-2.408352675,2.904027711,5.312380386,2.904027711,-7.247963145,-10.44735164,-2.457457211,7.989894428,-5.827125341,0.934654797,0.933910214,0.935529489,0.001619275,0.933910214,17.71041791,17.58493209,17.81707447,0.232142387,17.81707447,50.65119573,50.58936223,50.71173308,0.122370845,50.58936223,11.46849961,11.45265597,11.48507901,0.032423044,11.46939044,13.89982843,13.85719077,13.97956161,0.122370845,13.85719077,67.75016526,59.95327477,77.42746306,17.47418828,77.42746306,109.9920708,109.7335328,110.2973496,0.563816766,109.7335328,1.366506358,1.323069388,1.45380747,0.130738082,1.323069388,38.99732725,27.04487963,50.034368,22.98948837,27.04487963,0,0,0,0,0,13.89982843,13.85719077,13.97956161,0.122370845,13.85719077,0,0,0,0,0,109.9920708,109.7335328,110.2973496,0.563816766,109.7335328,50.65119573,50.58936223,50.71173308,0.122370845,50.58936223,0,0,0,0,0,368.620181,367.6700282,370.0207818,2.350753617,368.2561478,0,0,0,0,0,4.603346404,4.246792626,4.915276517,0.668483891,4.915276517,6.880485121,6.308374875,7.239513375,0.9311385,6.308374875,8.177660224,7.181588622,8.405268616,1.223679994,8.376315968,4.3411794,4.246792626,4.748970276,0.50217765,4.264141194,6.772960048,6.029366337,7.239513375,1.210147037,6.029366337,6.924828555,6.915100259,6.94407988,0.028979621,6.915100259,0.07,0.09,0.16
239,CCCCCCCCP(CCCCCCCC)CCCCCCCC,-0.060831116,1.791870422,-0.228205058,0.035617942,-0.096293558,0.263823,0.017588677,0.094855467,-0.395881148,0.739631048,0.699661734,0.063534535,1.321859996,0.758158085,334.061183,321.9617428,334.1404687,346.0813921,1.700170635,-0.695995013,-0.6921806,1.388175615,-54.19904501,-12.42897671,53.93712908,1.952589461,-0.317650253,-0.447942076,-0.448196948,0.20410326,0.20502997,1.968383327,1.968745579,0.025056119,0.02444527,-16.84861899,-4.41964228,0.287044045,0.066687035,0.039969313,0.582228948,473.2944602,0.126433208,17.88174603,3.688601414,11.10369802,31.39432383,613.9694586,567.2679448,0.616327451,1.16103777,0.947569062,1.587443142,0.63987408,1.587443142,1.941976296,0.936657331,11.64215786,10.70550053,11.5634389,1.09282988,0.611018641,5.95106485,5.340046209,4.818672499,0.272889152,-0.922590418,4.62215407,5.544744489,4.62215407,-1.365719032,-9.440826569,-0.621587695,8.819238875,-9.440826569,0.959539872,0.926457761,0.963155783,0.036698022,0.936146474,13.76299548,13.11908452,18.85490749,5.735822968,17.49529065,59.83039077,42.4469945,148.2674438,105.8204493,42.4469945,12.19561324,9.558522637,35.13402915,25.57550652,9.699719766,18.30004427,12.41593415,44.11416652,31.69823236,12.41907187,49.16422233,22.25222964,92.18472338,69.93249374,72.36584628,160.4004427,137.6907218,257.9597997,120.2690778,166.9510964,4.586116709,1.405695856,30.55087496,29.1451791,2.710984864,102.4582273,43.38660733,232.3736556,188.9870483,83.68195797,0.23499922,0,15.2356931,15.2356931,0,15.92225698,12.41593415,22.20664762,9.790713471,12.41907187,4.078638665,0,37.37996046,37.37996046,0,134.7073342,80.16226133,257.814195,177.6519337,166.9510964,55.27176331,42.4469945,78.96057189,36.51357739,42.4469945,4.558627466,0,69.30687193,69.30687193,0,384.931772,208.3397722,473.9038814,265.5641092,472.1754858,86.07454815,0,262.5676408,262.5676408,0,6.16302438,2.970937557,7.210427646,4.23949009,3.876149492,11.5049282,5.571851536,12.47336449,6.901512952,7.371098046,6.457650106,5.70999984,13.7133273,8.003327462,13.60879022,4.402113714,2.970937557,4.875295815,1.904358258,3.003700962,7.33750484,5.571851536,8.027351993,2.455500456,5.625855722,5.939702173,5.70999984,7.378234224,1.668234383,7.314713953,0.29,0.23,0.37
243,C1N2CN3CN1CP(C2)C3,-0.0474606,1.860159769,-0.22115,0.0328,-0.094175,0.25395,0.017461962,0.13737,-0.42045,0.61159,0.25297,0.55472,0.78313,0.0987,418.3454,408.5346,423.1828,423.3189,1.501549081,-0.613215,-0.612794,1.22601,-54.193479,-4.26,57.01,1.95284,-0.34099,-0.4557,-0.455736667,0.17124,0.171293333,1.9755,1.975506667,0.05278,0.05277,-10.49007581,-6.23007581,0.2839011,0.0848762,0.35862,0.17154,157.1356843,0.243798192,17.43,2.7,12.66,27.27,192.54813,174.83815,0.922304,0.394195357,0.394195357,0.394195357,0,0.394195357,2.374041716,2.374041716,2.374041716,0,2.374041716,0.969597623,0.969597623,0.969597623,0,0.969597623,0.968799234,0.968799234,0.968799234,0,0.968799234,-1.938396856,-1.938396856,-1.938396856,0,-1.938396856,0.990662538,0.990662538,0.990662538,0,0.990662538,6.488214281,6.488214281,6.488214281,0,6.488214281,38.30939568,38.30939568,38.30939568,0,38.30939568,9.272990667,9.272990667,9.272990667,0,9.272990667,9.880661271,9.880661271,9.880661271,0,9.880661271,37.87694507,37.87694507,37.87694507,0,37.87694507,40.32440151,40.32440151,40.32440151,0,40.32440151,0.6066247,0.6066247,0.6066247,0,0.6066247,1.503056531,1.503056531,1.503056531,0,1.503056531,0,0,0,0,0,9.880661271,9.880661271,9.880661271,0,9.880661271,0,0,0,0,0,40.32440151,40.32440151,40.32440151,0,40.32440151,38.30939568,38.30939568,38.30939568,0,38.30939568,0,0,0,0,0,154.5208858,154.5208858,154.5208858,0,154.5208858,0,0,0,0,0,3.314483348,3.314483348,3.314483348,0,3.314483348,3.5111757,3.5111757,3.5111757,0,3.5111757,7.794101082,7.794101082,7.794101082,0,7.794101082,3.314483348,3.314483348,3.314483348,0,3.314483348,3.5111757,3.5111757,3.5111757,0,3.5111757,7.299284282,7.299284282,7.299284282,0,7.299284282,0,0.01,0.06
249,COc1cccc(P(c2cccc(OC)c2)c2cccc(OC)c2)c1,-0.048828531,1.856999664,-0.223849887,-0.028984258,-0.126417072,0.19486563,0.041011593,0.05728994,-0.363191994,0.799530621,0.748759154,0.042779213,1.029499237,0.289347481,294.1036474,280.7531891,283.0792762,318.4784751,1.791214405,-0.740494746,-0.721959239,1.462454027,-54.17786698,-4.647360792,49.6549378,1.902724948,-0.307796277,-0.473969272,-0.474251826,0.223858262,0.22442018,1.951756152,1.951898903,0.037396703,0.037004324,-14.63050739,-9.983146599,0.268353241,0.014419166,0.050771467,0.229968616,389.7134724,0.129077252,19.72337634,4.564282798,12.27463359,35.70275051,444.5417235,395.18012,0.712798328,2.440634655,1.508570798,3.735717493,2.227146695,2.377212209,6.892559875,0.718061738,17.73776518,17.01970344,0.718061738,5.21810564,0.393242216,13.7357012,13.34245898,0.393242216,-1.101928479,-4.535353596,4.557151356,9.092504952,0.179977792,-4.11617716,-12.81750957,-0.573220008,12.24428956,-0.573220008,0.93769596,0.931361395,0.940920427,0.009559031,0.940920427,17.26458408,16.79314335,18.17750729,1.384363936,16.79314335,50.30323999,49.97332439,51.01086181,1.037537417,49.97332439,11.33678026,11.29158665,11.55201691,0.260430259,11.32714741,13.84598738,13.67729517,14.12075874,0.443463573,13.67729517,72.30913297,59.59707705,89.77091613,30.17383909,89.77091613,116.126246,110.8902671,120.9113938,10.02112669,110.8902671,1.484515399,1.322023483,1.740385345,0.418361862,1.322023483,41.29860964,20.69392522,58.92279438,38.22886916,20.69392522,0,0,0,0,0,13.84598738,13.67729517,14.12075874,0.443463573,13.67729517,0.010422346,0,0.514405784,0.514405784,0,115.9076072,110.8902671,120.9113938,10.02112669,110.8902671,50.30323999,49.97332439,51.01086181,1.037537417,49.97332439,0,0,0,0,0,389.1381594,386.113793,389.9839884,3.870195422,389.5350338,0.438204725,0,3.84536079,3.84536079,0,4.610271119,4.284430479,5.060195631,0.775765152,4.950627635,7.134844959,6.244084335,8.22355584,1.979471504,6.244084335,8.906505835,7.16814994,9.06195486,1.89380492,8.912004632,4.266431257,4.234105784,4.904751316,0.670645532,4.240211865,6.532093109,6.026438039,7.023902857,0.997464818,6.026743164,7.001885092,6.899340402,7.042533723,0.143193321,7.000049857,0.36,0.42,0.69
